station_id,station_name,station_type,type_code,business_type,longitude_gcj02,latitude_gcj02,longitude_wgs84,latitude_wgs84,province_name,city_name,district_name,detailed_address,postal_code,contact_phone,contact_email,official_website,province_code,city_code,district_code
B0FFL35FFN,国家电网汽车充电站(北京市平谷区东四道岭村充电站),汽车服务;充电站;充电站,11100,,117.140659,40.321581,117.1340943,40.32015105,北京市,北京市,平谷区,镇罗营镇东四道岭村西侧停车场,,,,,110000,10,110117
B0IAOM0GQA,国家电网汽车充电站(北京市密云区庄头村委会),汽车服务;充电站;充电站,11100,,117.073121,40.387611,117.0665598,40.38614109,北京市,北京市,密云区,大城子镇王达路,,18601376118;95598,,,110000,10,110118
B0FFL18P2F,国家电网汽车充电站(北京市平谷区熊儿寨老泉公园),汽车服务;充电站;充电站,11100,,117.133817,40.299084,117.1272466,40.29765004,北京市,北京市,平谷区,熊儿寨乡老泉公园停车场,,,,,110000,10,110117
B0J34KJFQI,云快充目的地充电站(云来电瓦官头卫生室充电站),汽车服务;充电站;充电站,11100,,117.06769,40.311543,117.0611511,40.31010225,北京市,北京市,平谷区,大华山镇瓦官头村卫生室停车场,,4008288517,,,110000,10,110117
B0FFHVF8QG,国家电网充电站(大华山电机厂),汽车服务;充电站;充电站,11100,,117.070816,40.276443,117.0642746,40.27500634,北京市,北京市,平谷区,大华山公安局对面,,,,,110000,10,110117
B0JD4CN61U,云快充目的地充电站(云来电赵家庄村充电站),汽车服务;充电站;充电站,11100,,117.01078,40.36039,117.0044431,40.35906904,北京市,北京市,密云区,巨各庄镇赵家庄村,,4008288517,,,110000,10,110118
B0JRPKF3K3,云快充汽车充电站(北京日盛天宇巨各庄充电站),汽车服务;充电站;充电站,11100,,117.009315,40.358727,117.0029849,40.35741094,北京市,北京市,密云区,空港兴达混凝土有限公司南200米,,4008288517,,,110000,10,110118
B0FFHVF8QH,国家电网汽车充电站(北京市平谷区大华山镇挂甲峪村),汽车服务;充电站;充电站,11100,,117.108188,40.260883,117.1016073,40.25943451,北京市,北京市,平谷区,挂甲峪村停车场,,,,,110000,10,110117
B0FFHVF8QI,国家电网汽车充电站(北京市平谷区丛海逸园公共),汽车服务;充电站;充电站,11100,,117.026592,40.256486,117.0201995,40.2551452,北京市,北京市,平谷区,大华山镇小峪子村丛海逸园景区停车场,,,,,110000,10,110117
B0KK7BNM90,中国石化汽车充电站(跃路发充电站),汽车服务;充电站;充电站,11100,,117.01191,40.442673,117.0055572,40.44131944,北京市,北京市,密云区,穆家峪镇庄上路,,95105888,,,110000,10,110118
B0FFHRJ7C4,国家电网汽车充电站(北京市平谷区湖洞水景区),汽车服务;充电站;充电站,11100,,117.252626,40.265871,117.2462042,40.26460066,北京市,北京市,平谷区,平谷区黄松峪野生植物园对面,,,,,110000,10,110117
B0I2AKLJH8,云快充汽车充电站(天云山景区),汽车服务;充电站;充电站,11100,,117.256898,40.313968,117.2504668,40.31268581,北京市,北京市,平谷区,天云山景区西南侧,,,,,110000,10,110117
B0FFHC80D3,国家电网汽车充电站(北京市怀柔区石门山景区),汽车服务;充电站;充电站,11100,,116.663181,40.485082,116.6572062,40.48386446,北京市,北京市,怀柔区,怀北镇椴树岭村1号石门山景区停车场,,,,,110000,10,110116
B0FFL4YTKT,冷水峪桥汽车充电站,汽车服务;充电站;充电站,11100,,116.660703,40.471003,116.6547369,40.46979644,北京市,北京市,怀柔区,怀北镇冷水峪桥停车场,,,,,110000,10,110116
B0L6165X76,蔚来能源目的地充电站(北京怀柔晏月台度假村),汽车服务;充电站;充电站,11100,,116.66511,40.473545,116.6591312,40.472329,北京市,北京市,怀柔区,怀北镇椴树岭村峪道河1号,,,,,110000,10,110116
B0LABZ1S1R,汽车充电站,汽车服务;充电站;充电站,11100,,116.665345,40.655521,116.6593425,40.65420368,北京市,北京市,怀柔区,琉璃庙东湾子,,,,,110000,10,110116
B0K26XMUS3,特来电汽车充电站(特来电北京怀柔渤海镇庄户村充电站),汽车服务;充电站;充电站,11100,,116.48217,40.467308,116.4760254,40.46593905,北京市,北京市,怀柔区,渤海镇庄户村村民委员会,,4001300001,,,110000,10,110116
B0H1XK0J2K,国家电网汽车充电站(北京市密云区石城镇云蒙山风景区),汽车服务;充电站;充电站,11100,,116.821019,40.547327,116.8149222,40.54604504,北京市,北京市,密云区,北京云蒙山风景区停车场,,,,,110000,10,110118
B0GKNRAQ43,国家电网汽车充电站(北京市密云区石城镇社区卫生服务中心院内充电站),汽车服务;充电站;充电站,11100,,116.820986,40.54053,116.81489,40.53925159,北京市,北京市,密云区,石城镇社区卫生服务中心院外地面停车场,,,,,110000,10,110118
B0J1UDZQ3X,特来电充电桩,汽车服务;充电站;充电站,11100,,116.87533,40.619971,116.8693096,40.61873523,北京市,北京市,密云区,西火路y056号,,,,,110000,10,110118
B0IRVUU217,宇洋汽车充电站,汽车服务;充电站;充电站,11100,,116.794033,40.607214,116.7878827,40.60585227,北京市,北京市,密云区,邓玉芬雕塑主题广场南侧70米,,15330072380,,,110000,10,110118
B0KACHZLYZ,云快充汽车充电站(荞麦峪民俗村充电站),汽车服务;充电站;充电站,11100,,116.886346,40.477912,116.8803494,40.47676163,北京市,北京市,密云区,环南线125号,,4008288517,,,110000,10,110118
B0KAGLLDCL,充小兽汽车充电站(印象云溪枣树下民宿站),汽车服务;充电站;充电站,11100,,116.81048,40.485664,116.8043717,40.48439361,北京市,北京市,密云区,董你·山前咖啡(尖岩中路),,13691516399,,,110000,10,110118
B0H0R7AH3F,国家电网汽车充电站(北京市密云区溪翁庄充电站),汽车服务;充电站;充电站,11100,,116.852007,40.474712,116.8459763,40.47352186,北京市,北京市,密云区,溪翁庄供电所门口停车场,,18601376118,,,110000,10,110118
B0KRU50ORC,充小兽汽车充电站(溪翁庄小镇驿站站),汽车服务;充电站;充电站,11100,,116.83715,40.47587,116.8310931,40.4746532,北京市,北京市,密云区,环南线与密关路交叉口西200米,,13691516399,,,110000,10,110118
B0IAOMYOT6,国家电网汽车充电站(北京市密云区云佛山滑雪场),汽车服务;充电站;充电站,11100,,116.88051,40.47541,116.8745114,40.47425642,北京市,北京市,密云区,溪翁庄镇环南线云佛山滑雪场,,18601376118;95598,,,110000,10,110118
B0JKB5KK0V,麓秀小区北侧汽车充电站,汽车服务;充电站;充电站,11100,,116.845897,40.475155,116.839856,40.47395427,北京市,北京市,密云区,环南线与金溪路交叉口东100米,,4001100835,,,110000,10,110118
B0KAGLR2KV,充小兽汽车充电站(溪翁庄文体中心站),汽车服务;充电站;充电站,11100,,116.855064,40.47409,116.8490382,40.4729051,北京市,北京市,密云区,溪翁庄镇文体中心(环南支线南),,13691516399,,,110000,10,110118
B0GUZXL898,国家电网汽车充电站(北京市密云区不老屯镇政府充电站),汽车服务;充电站;充电站,11100,,116.977142,40.567007,116.97093,40.56569729,北京市,北京市,密云区,不老屯镇政府院外停车场,,,,,110000,10,110118
B0K6AKOV8D,国家电网妙吉祥印刷充电站,汽车服务;充电站;充电站,11100,,116.840806,40.467026,116.834757,40.46581978,北京市,北京市,密云区,密关路彼岸香醍-西区西南侧约110米,,,,,110000,10,110118
B0FFFN9TZ5,国家电网汽车充电站(北京市密云区不老屯),汽车服务;充电站;充电站,11100,,116.977884,40.569518,116.9716685,40.56820478,北京市,北京市,密云区,不老屯镇不老屯村北(镇政府北150米),,,,,110000,10,110118
B0KAGHOQPL,云快充汽车充电站(大云峰寺充电站),汽车服务;充电站;充电站,11100,,116.780118,40.486367,116.7739673,40.48505231,北京市,北京市,密云区,溪翁庄镇黑山寺村,,4008288517,,,110000,10,110118
B0LR16SIRB,充小兽汽车充电站(溪翁庄镇走马庄村北停车场站),汽车服务;充电站;充电站,11100,,116.85273,40.463627,116.8467019,40.46244291,北京市,北京市,密云区,北京幸福晓筑西北50米(走马庄路西),,13691516399,,,110000,10,110118
B0FFHJJ4W4,特来电汽车充电站(大云峰禅寺),汽车服务;充电站;充电站,11100,,116.780118,40.486367,116.7739673,40.48505231,北京市,北京市,密云区,溪翁庄镇黑山寺村停车场,,,,,110000,10,110118
B0LR16RW0F,充小兽汽车充电站(溪翁庄镇金叵罗村委会广场站),汽车服务;充电站;充电站,11100,,116.85685,40.45583,116.8508292,40.45465581,北京市,北京市,密云区,金叵罗村委会(金溪路南),,13691516399,,,110000,10,110118
B0LRRRKOGS,充小兽充电站,汽车服务;充电站;充电站,11100,,116.857266,40.455956,116.8512458,40.4547824,北京市,北京市,密云区,走马庄路157号,,,,,110000,10,110118
B0KDPL53Q9,充小兽汽车充电站(轻元宿站),汽车服务;充电站;充电站,11100,,116.914314,40.462265,116.9083047,40.46112274,北京市,北京市,密云区,轻元宿精品民宿(石庄路2号分店)东北50米,,13691516399,,,110000,10,110118
B0KGD1KWY6,星星充电汽车充电站(星星充电-怀柔漫心酒店充电站),汽车服务;充电站;充电站,11100,,116.32533,40.40984,116.3191384,40.40846186,北京市,北京市,怀柔区,九渡河镇石湖峪村201号院酒店地下停车场,,4008280768,,,110000,10,110116
B0HA1MFJ6A,国家电网汽车充电站(北京市怀柔区九渡河水长城),汽车服务;充电站;充电站,11100,,116.314567,40.41081,116.3083996,40.40945185,北京市,北京市,怀柔区,九渡河镇西水峪村水长城旅游景点停车场内,,18601376118,,,110000,10,110116
B0K0MKHZLL,国家电网汽车充电站(北京市延庆区东三岔村),汽车服务;充电站;充电站,11100,,116.270034,40.398984,116.2639384,40.39769234,北京市,北京市,延庆区,大庄科乡东三岔村,,95598,,,110000,10,110119
B0J1Y6EAUD,新电途汽车充电站(利嘉充电站延庆区大庄科乡解字石村站),汽车服务;充电站;充电站,11100,,116.262449,40.394841,116.2563579,40.39355554,北京市,北京市,延庆区,昌赤路(解子石11号楼),,13651260512,,,110000,10,110119
B0LGX5BI3H,能效邻里共享汽车充电站(前街充电站),汽车服务;充电站;充电站,11100,,116.43222,40.37873,116.4259429,40.37728441,北京市,北京市,怀柔区,九渡河镇吉寺村前街323号门口,,15810221271,,,110000,10,110116
B0LRG5T2DR,能效邻里共享汽车充电站(东爱梅),汽车服务;充电站;充电站,11100,,116.239235,40.295326,116.2331511,40.29407051,北京市,北京市,昌平区,十三陵镇献陵村村南通达鹿场,,18201281287,,,110000,10,110114
B0LDF5XBQ3,星星充电汽车充电站(金隅科技园一期B2),汽车服务;充电站;充电站,11100,,116.21401,40.337833,116.207885,40.33654587,北京市,北京市,昌平区,建枫路(南延)六号院中关村西三旗(金隅)科技园一期,,4008280768,,,110000,10,110114
B0LDF5XBPF,星星充电汽车充电站(金隅科技园一期B1),汽车服务;充电站;充电站,11100,,116.21401,40.337833,116.207885,40.33654587,北京市,北京市,昌平区,建枫路(南延)六号院中关村西三旗(金隅)科技园一期,,13661131907,,,110000,10,110114
B0FFGJ5PY8,国家电网汽车充电站(定陵机场路定陵机场西邻),汽车服务;充电站;充电站,11100,,116.238599,40.289502,116.2325153,40.2882476,北京市,北京市,昌平区,长陵镇定陵路口西200米,,,,,110000,10,110114
B0FFK99JKV,溪谷森林充电站,汽车服务;充电站;充电站,11100,,116.245478,40.281099,116.2394,40.27984838,北京市,北京市,昌平区,芙蓉渔村内,,,,,110000,10,110114
B0FFHZA4PD,普天新能源汽车充电站,汽车服务;充电站;充电站,11100,,116.229461,40.294392,116.2233668,40.29313126,北京市,北京市,昌平区,环陵路与裕陵路交叉口东220米,,,,,110000,10,110114
B0FFHQ07GZ,国家电网汽车充电站(北京市昌平区十三陵定陵风景区),汽车服务;充电站;充电站,11100,,116.227603,40.292649,116.2215065,40.29138724,北京市,北京市,昌平区,十三陵定陵西侧地面停车场,,18601376118,,,110000,10,110114
B0HDYORMML,宝马充电站(宝马站定陵停车场),汽车服务;充电站;充电站,11100,,116.229411,40.293313,116.2233169,40.29205247,北京市,北京市,昌平区,十三陵特区环陵路定陵内大客车停车场,,,,,110000,10,110114
B0KDODLA65,汽车充电站(国家电网),汽车服务;充电站;充电站,11100,,116.235244,40.431421,116.2291391,40.43012152,北京市,北京市,延庆区,大庄科乡人民政府南侧50米,,,,,110000,10,110119
B0G0PRG5N3,国家电网汽车充电站(北京市昌平区燕子湖水乐园南侧),汽车服务;充电站;充电站,11100,,116.207677,40.291594,116.2015447,40.29031029,北京市,北京市,昌平区,燕子湖水乐园票亭东侧地面停车场,,,,,110000,10,110114
B0FFJI9SMO,国家电网汽车充电站(北京市昌平区龙泽种植园),汽车服务;充电站;充电站,11100,,116.21719,40.265399,116.2110802,40.26413303,北京市,北京市,昌平区,一一零国道北京龙泽种植园内地面停车场,,,,,110000,10,110114
B0LRP5RC21,能效邻里共享汽车充电站(王庄村充电桩),汽车服务;充电站;充电站,11100,,116.218636,40.26466,116.2125289,40.26339578,北京市,北京市,昌平区,村西48号车位(西边墙角第一个白色箱子),,13811376006,,,110000,10,110114
B0FFHXNDHT,国家电网汽车充电站(北京市怀柔区渤海镇明清栗园公共)(暂停营业),汽车服务;充电站;充电站,11100,,116.467924,40.414604,116.4617358,40.41321734,北京市,北京市,怀柔区,明清栗园停车场,,,,,110000,10,110116
B0KKD60W93,云快充目的地充电站(云来电大吉祥充电站),汽车服务;充电站;充电站,11100,,116.33944,40.56959,116.3331953,40.56811097,北京市,北京市,延庆区,四海镇大吉祥村,,4008288517,,,110000,10,110119
B0FFI0YO8L,国家电网汽车充电站(北京市延庆区南湾村),汽车服务;充电站;充电站,11100,,116.363904,40.54608,116.3576123,40.54457262,北京市,北京市,延庆区,延庆南湾村村北地面停车场,,,,,110000,10,110119
B0FFL2V4A0,国家电网汽车充电站(北京市延庆区珍珠泉乡),汽车服务;充电站;充电站,11100,,116.426811,40.561194,116.4205014,40.55966183,北京市,北京市,延庆区,珍珠泉乡政府北侧公共地面停车场,,,,,110000,10,110119
B0FFHJJ9XE,国家电网汽车充电站(北京市延庆区刘斌堡公共),汽车服务;充电站;充电站,11100,,116.236199,40.570265,116.2300773,40.5688998,北京市,北京市,延庆区,延琉路青山园农家院附近地面停车场,,,,,110000,10,110119
B0LDDX7VJ6,云快充目的地充电站(刘斌堡小学),汽车服务;充电站;充电站,11100,,116.22699,40.56758,116.2208577,40.56621024,北京市,北京市,延庆区,刘斌堡小学内部停车场,,4008288517,,,110000,10,110119
B0L6LUG2PT,汽车充电站(康庄服务区充电站),汽车服务;充电站;充电站,11100,,115.893808,40.359069,115.8878093,40.35799001,北京市,北京市,延庆区,G234兴阳线100号,,13821687824,,,110000,10,110119
B0KU2AQX4S,达克云汽车充电站(华为康庄服务区超充站),汽车服务;充电站;充电站,11100,,115.893656,40.35893,115.8876572,40.357851,北京市,北京市,延庆区,京藏高速康庄服务区,,4008288517,,,110000,10,110119
